norad_id,sat_name,propulsion_class,behavior,net_da_km,max_da_km,max_di_deg,n_flagged,n_transitions,flag_rate,burn_freq_per_day,monotone_decay,triggers,mean_sma_km,sub_tags
44724,STARLINK 1019,Electric_EP,DragMakeup,-75.06,8.34,0.0046,28,41,0.683,1.333,True,da,6609.2,da_max=8.3km net=-75.1km; monotone_drop=75.1km
45048,STARLINK-1134,Electric_EP,OrbitLowering,-6.72,1.002,0.0005,1,43,0.023,0.048,False,da,6789.7,da_max=1.0km net=-6.7km
45057,STARLINK-1159,Electric_EP,DragMakeup,-94.82,29.821,0.004,13,17,0.765,0.619,True,da,6593.7,da_max=29.8km net=-94.8km; monotone_drop=94.8km
45064,STARLINK-1133,Electric_EP,DragMakeup,-2.91,2.9,0.0022,2,32,0.062,0.095,False,da,6846.4,da_max=2.9km net=-2.9km
45088,STARLINK-1183,Electric_EP,DragMakeup,-2.87,7.532,0.0002,4,47,0.085,0.19,False,da,6846.6,da_max=7.5km net=-2.9km
45187,STARLINK-1225,Electric_EP,PhasingManeuver,-2.8,5.048,0.0002,2,41,0.049,0.095,False,da,6846.6,da_max=5.0km net=-2.8km
45189,STARLINK-1230,Electric_EP,DragMakeup,-2.69,2.411,0.0014,2,34,0.059,0.095,False,da,6846.6,da_max=2.4km net=-2.7km
45201,STARLINK-1199,Electric_EP,DragMakeup,-2.92,4.028,0.0012,4,38,0.105,0.19,False,da,6846.9,da_max=4.0km net=-2.9km
45217,STARLINK-1271,Electric_EP,DragMakeup,-3.19,9.503,0.0022,4,52,0.077,0.19,False,da,6847.2,da_max=9.5km net=-3.2km
45225,STARLINK-1215,Electric_EP,PhasingManeuver,-3.05,6.17,0.0008,2,36,0.056,0.095,False,da,6845.9,da_max=6.2km net=-3.0km
45390,STARLINK-1284,Electric_EP,OrbitLowering,-9.81,2.585,0.0004,3,45,0.067,0.143,False,da,6747.3,da_max=2.6km net=-9.8km
45404,STARLINK-1260,Electric_EP,DragMakeup,-3.0,2.322,0.0005,2,46,0.043,0.095,False,da,6838.7,da_max=2.3km net=-3.0km
45540,STARLINK-1368,Electric_EP,DragMakeup,-2.86,3.557,0.001,2,41,0.049,0.095,False,da,6839.9,da_max=3.6km net=-2.9km
45544,STARLINK-1373,Electric_EP,DragMakeup,-11.43,1.674,0.0004,6,54,0.111,0.286,True,da,6747.7,da_max=1.7km net=-11.4km; monotone_drop=11.4km
45668,STARLINK-1451,Electric_EP,DragMakeup,-1.31,2.845,0.0005,2,36,0.056,0.095,False,da,6905.5,da_max=2.8km net=-1.3km
45674,STARLINK-1457,Electric_EP,DragMakeup,-36.57,2.022,0.0005,8,67,0.119,0.381,True,da,6635.4,da_max=2.0km net=-36.6km; monotone_drop=36.6km
45764,STARLINK-1502,Electric_EP,OrbitLowering,-5.77,1.068,0.0003,1,37,0.027,0.048,False,da,6775.7,da_max=1.1km net=-5.8km
46034,STARLINK-1557,Electric_EP,DragMakeup,-1.75,1.181,0.0001,1,42,0.024,0.048,False,da,6853.4,da_max=1.2km net=-1.8km
46038,STARLINK-1567,Electric_EP,DragMakeup,-86.08,11.212,0.002,19,31,0.613,0.905,True,da,6599.7,da_max=11.2km net=-86.1km; monotone_drop=86.1km
46047,STARLINK-1524,Electric_EP,PhasingManeuver,0.02,9.207,0.002,2,33,0.061,0.095,False,da+de,6848.3,da_max=9.2km net=+0.0km; Δe
46048,STARLINK-1527,Electric_EP,DragMakeup,0.06,4.971,0.0009,2,33,0.061,0.095,False,da,6849.2,da_max=5.0km net=+0.1km
46051,STARLINK-1540,Electric_EP,DragMakeup,0.03,3.493,0.0008,2,37,0.054,0.095,False,da,6853.3,da_max=3.5km net=+0.0km
46052,STARLINK-1541,Electric_EP,DragMakeup,-30.35,1.778,0.0006,12,64,0.188,0.571,True,da,6728.3,da_max=1.8km net=-30.3km; monotone_drop=30.3km
46055,STARLINK-1554,Electric_EP,DragMakeup,-0.01,1.658,0.0024,2,36,0.056,0.095,False,da+de,6848.8,da_max=1.7km net=-0.0km; Δe
46061,STARLINK-1573,Electric_EP,DragMakeup,0.02,1.657,0.0004,2,43,0.047,0.095,False,da,6848.9,da_max=1.7km net=+0.0km
46073,STARLINK-1542,Electric_EP,OrbitLowering,-23.99,2.068,0.0021,8,57,0.14,0.381,False,da,6863.8,da_max=2.1km net=-24.0km
46076,STARLINK-1552,Electric_EP,DragMakeup,-4.47,1.911,0.0014,2,43,0.047,0.095,False,da,6851.9,da_max=1.9km net=-4.5km
46079,STARLINK-1566,Electric_EP,DragMakeup,0.02,3.424,0.0016,2,37,0.054,0.095,False,da,6848.8,da_max=3.4km net=+0.0km
46082,STARLINK-1578,Electric_EP,DragMakeup,-6.95,2.622,0.0248,3,42,0.071,0.143,True,da+di,6850.1,da_max=2.6km net=-7.0km; di_max=0.0248°; monotone_drop=7.0km
46119,STARLINK-1593,Electric_EP,DragMakeup,-80.36,10.52,0.0014,17,20,0.85,0.81,True,da,6592.7,da_max=10.5km net=-80.4km; monotone_drop=80.4km
46128,STARLINK-1622,Electric_EP,OrbitLowering,-7.55,1.013,0.0001,1,37,0.027,0.048,False,da,6721.0,da_max=1.0km net=-7.5km
46130,STARLINK-1624,Electric_EP,OrbitLowering,-29.56,1.343,0.0004,2,64,0.031,0.095,False,da,6669.4,da_max=1.3km net=-29.6km
46159,STARLINK-1595,Electric_EP,OrbitLowering,-13.01,2.283,0.0005,5,56,0.089,0.238,False,da,6746.7,da_max=2.3km net=-13.0km
46168,STARLINK-1627,Electric_EP,OrbitLowering,-30.73,1.45,0.0006,3,63,0.048,0.143,False,da,6656.3,da_max=1.4km net=-30.7km
46328,STARLINK-1686,Electric_EP,OrbitLowering,-23.83,1.013,0.0006,1,64,0.016,0.048,False,da,6671.4,da_max=1.0km net=-23.8km
46335,STARLINK-1727,Electric_EP,DragMakeup,-25.06,1.113,0.0002,1,64,0.016,0.048,True,da,6673.7,da_max=1.1km net=-25.1km; monotone_drop=25.1km
46535,STARLINK-1663,Electric_EP,OrbitLowering,-8.97,1.069,0.001,1,40,0.025,0.048,False,da,6714.7,da_max=1.1km net=-9.0km
46558,STARLINK-1680,Electric_EP,DragMakeup,-96.21,22.161,0.0015,19,21,0.905,0.905,True,da,6591.1,da_max=22.2km net=-96.2km; monotone_drop=96.2km
46562,STARLINK-1714,Electric_EP,DragMakeup,-16.62,3.474,0.0025,7,45,0.156,0.333,True,da,6750.6,da_max=3.5km net=-16.6km; monotone_drop=16.6km
46564,STARLINK-1733,Electric_EP,DragMakeup,-43.38,3.197,0.001,16,51,0.314,0.762,True,da,6641.7,da_max=3.2km net=-43.4km; monotone_drop=43.4km
46588,STARLINK-1746,Electric_EP,DragMakeup,-43.18,4.16,0.0007,16,47,0.34,0.762,True,da,6647.4,da_max=4.2km net=-43.2km; monotone_drop=43.2km
46691,STARLINK-1790,Electric_EP,DragMakeup,-86.44,6.316,0.0007,29,56,0.518,1.381,True,da,6623.6,da_max=6.3km net=-86.4km; monotone_drop=86.4km
46698,STARLINK-1797,Electric_EP,OrbitLowering,-5.85,1.016,0.0023,1,39,0.026,0.048,False,da,6753.0,da_max=1.0km net=-5.8km
46699,STARLINK-1799,Electric_EP,OrbitLowering,-34.11,12.163,0.0016,5,9,0.556,0.238,False,da,6567.0,da_max=12.2km net=-34.1km
46701,STARLINK-1801,Electric_EP,OrbitLowering,-22.65,1.032,0.0006,1,64,0.016,0.048,False,da,6670.0,da_max=1.0km net=-22.7km
46714,STARLINK-1816,Electric_EP,DragMakeup,-35.86,1.991,0.0009,8,59,0.136,0.381,True,da,6650.0,da_max=2.0km net=-35.9km; monotone_drop=35.9km
46749,STARLINK-1911,Electric_EP,DragMakeup,-30.8,1.338,0.0005,5,62,0.081,0.238,True,da,6658.2,da_max=1.3km net=-30.8km; monotone_drop=30.8km
46780,STARLINK-1832,Electric_EP,OrbitLowering,-31.69,10.235,0.0014,4,4,1.0,0.19,False,da,6564.7,da_max=10.2km net=-31.7km
46786,STARLINK-1893,Electric_EP,DragMakeup,-2.15,1.258,0.0001,1,41,0.024,0.048,False,da,6764.6,da_max=1.3km net=-2.1km
47143,STARLINK-1856,Electric_EP,DragMakeup,-11.8,2.123,0.0003,4,65,0.062,0.19,True,da,6751.8,da_max=2.1km net=-11.8km; monotone_drop=11.8km
47171,STARLINK-1888,Electric_EP,OrbitLowering,-14.71,3.827,0.0007,3,44,0.068,0.143,False,da,6763.5,da_max=3.8km net=-14.7km
47356,STARLINK-2049,Electric_EP,DragMakeup,-4.75,1.759,0.0006,2,48,0.042,0.095,False,da,6850.7,da_max=1.8km net=-4.7km
47361,STARLINK-2071,Electric_EP,DragMakeup,0.05,7.316,0.0032,5,42,0.119,0.238,False,da,6856.0,da_max=7.3km net=+0.1km
47371,STARLINK-2088,Electric_EP,OrbitLowering,-6.41,3.221,0.024,5,47,0.106,0.238,False,da+di,6849.2,da_max=3.2km net=-6.4km; di_max=0.0240°
47373,STARLINK-2092,Electric_EP,DragMakeup,0.03,3.809,0.0002,2,44,0.045,0.095,False,da,6848.9,da_max=3.8km net=+0.0km
47377,STARLINK-2097,Electric_EP,OrbitLowering,-6.96,3.056,0.0051,2,52,0.038,0.095,False,da,6849.6,da_max=3.1km net=-7.0km
47381,STARLINK-2101,Electric_EP,DragMakeup,-2.56,1.731,0.0003,1,52,0.019,0.048,False,da,6849.0,da_max=1.7km net=-2.6km
47385,STARLINK-2105,Electric_EP,OrbitLowering,-6.71,2.6,0.001,3,41,0.073,0.143,False,da,6855.5,da_max=2.6km net=-6.7km
47388,STARLINK-2109,Electric_EP,DragMakeup,-7.04,3.161,0.0045,1,50,0.02,0.048,True,da,6849.5,da_max=3.2km net=-7.0km; monotone_drop=7.0km
47401,STARLINK-2123,Electric_EP,DragMakeup,-4.54,1.805,0.001,1,44,0.023,0.048,False,da,6850.5,da_max=1.8km net=-4.5km
47407,STARLINK-2134,Electric_EP,DragMakeup,-26.26,3.096,0.0049,9,64,0.141,0.429,True,da,6855.8,da_max=3.1km net=-26.3km; monotone_drop=26.3km
47573,STARLINK-1975,Electric_EP,DragMakeup,-50.43,12.746,0.0016,7,11,0.636,0.333,True,da,6574.8,da_max=12.7km net=-50.4km; monotone_drop=50.4km
47588,STARLINK-1993,Electric_EP,DragMakeup,-20.61,1.031,0.0004,1,63,0.016,0.048,True,da,6681.8,da_max=1.0km net=-20.6km; monotone_drop=20.6km
47596,STARLINK-2001,Electric_EP,OrbitLowering,-7.15,1.097,0.0004,1,42,0.024,0.048,False,da,6759.4,da_max=1.1km net=-7.2km
47632,STARLINK-1992,Electric_EP,DragMakeup,-4.49,3.72,0.0011,3,47,0.064,0.143,False,da,6851.0,da_max=3.7km net=-4.5km
47760,STARLINK-2178,Electric_EP,DragMakeup,-0.11,1.007,0.0012,1,35,0.029,0.048,False,da,6848.8,da_max=1.0km net=-0.1km
47762,STARLINK-2180,Electric_EP,DragMakeup,-10.68,1.97,0.0001,2,44,0.045,0.095,True,da,6746.8,da_max=2.0km net=-10.7km; monotone_drop=10.7km
47788,STARLINK-2314,Electric_EP,DragMakeup,-3.71,2.095,0.0013,2,37,0.054,0.095,False,da,6836.4,da_max=2.1km net=-3.7km
47789,STARLINK-2315,Electric_EP,DragMakeup,-19.58,4.019,0.0025,7,55,0.127,0.333,True,da,6855.6,da_max=4.0km net=-19.6km; monotone_drop=19.6km
47791,STARLINK-2322,Electric_EP,DragMakeup,0.09,1.432,0.0012,2,45,0.044,0.095,False,da+de,6848.8,da_max=1.4km net=+0.1km; Δe
47792,STARLINK-2334,Electric_EP,DragMakeup,-14.13,2.438,0.0046,4,54,0.074,0.19,True,da,6852.0,da_max=2.4km net=-14.1km; monotone_drop=14.1km
47796,STARLINK-2373,Electric_EP,OrbitLowering,-6.99,4.107,0.029,3,38,0.079,0.143,False,da+di,6855.2,da_max=4.1km net=-7.0km; di_max=0.0290°
47798,STARLINK-2379,Electric_EP,DragMakeup,-20.43,2.473,0.0023,8,53,0.151,0.381,True,da,6854.5,da_max=2.5km net=-20.4km; monotone_drop=20.4km
47800,STARLINK-2381,Electric_EP,OrbitLowering,-7.35,2.954,0.022,2,55,0.036,0.095,False,da+di,6852.8,da_max=3.0km net=-7.3km; di_max=0.0220°
47802,STARLINK-2383,Electric_EP,DragMakeup,0.04,4.972,0.0013,2,40,0.05,0.095,False,da,6853.2,da_max=5.0km net=+0.0km
47810,STARLINK-2391,Electric_EP,DragMakeup,0.06,3.522,0.0031,3,45,0.067,0.143,False,da,6848.9,da_max=3.5km net=+0.1km
47821,STARLINK-2406,Electric_EP,DragMakeup,-0.1,3.274,0.002,4,43,0.093,0.19,False,da,6848.7,da_max=3.3km net=-0.1km
47824,STARLINK-2409,Electric_EP,DragMakeup,-2.36,1.371,0.0,1,34,0.029,0.048,False,da,6853.5,da_max=1.4km net=-2.4km
47831,STARLINK-2420,Electric_EP,ComplexManeuver,-4.47,1.423,0.0216,4,49,0.082,0.19,False,da+di,6849.4,da_max=1.4km net=-4.5km; di_max=0.0216°
47832,STARLINK-2422,Electric_EP,DragMakeup,-3.98,1.925,0.0014,2,41,0.049,0.095,False,da,6849.2,da_max=1.9km net=-4.0km
47838,STARLINK-2429,Electric_EP,DragMakeup,-4.45,2.187,0.0006,2,48,0.042,0.095,False,da,6852.0,da_max=2.2km net=-4.5km
47840,STARLINK-2432,Electric_EP,OrbitLowering,-12.83,3.727,0.0053,4,57,0.07,0.19,False,da,6855.7,da_max=3.7km net=-12.8km
47841,STARLINK-2433,Electric_EP,OrbitLowering,-7.77,3.372,0.0019,2,53,0.038,0.095,False,da,6851.9,da_max=3.4km net=-7.8km
47845,STARLINK-2453,Electric_EP,DragMakeup,-0.86,2.802,0.0005,3,42,0.071,0.143,False,da,6853.5,da_max=2.8km net=-0.9km
47861,STARLINK-2280,Electric_EP,DragMakeup,-4.42,1.392,0.0017,2,52,0.038,0.095,False,da,6851.4,da_max=1.4km net=-4.4km
47903,STARLINK-2363,Electric_EP,OrbitLowering,-8.47,1.085,0.0013,1,30,0.033,0.048,False,da,6718.0,da_max=1.1km net=-8.5km
47981,STARLINK-2303,Electric_EP,DragMakeup,0.02,2.101,0.0009,2,46,0.043,0.095,False,da,6848.9,da_max=2.1km net=+0.0km
47997,STARLINK-2266,Electric_EP,DragMakeup,0.0,3.537,0.0004,2,38,0.053,0.095,False,da,6848.8,da_max=3.5km net=+0.0km
48010,STARLINK-2226,Electric_EP,DragMakeup,-4.47,1.99,0.0015,2,44,0.045,0.095,False,da,6850.3,da_max=2.0km net=-4.5km
48019,STARLINK-2285,Electric_EP,DragMakeup,0.03,3.066,0.0012,2,43,0.047,0.095,False,da,6848.9,da_max=3.1km net=+0.0km
48095,STARLINK-2414,Electric_EP,Stationkeeping,0.02,0.426,0.0031,2,33,0.061,0.095,False,de,6848.9,Δe
48099,STARLINK-2428,Electric_EP,DragMakeup,0.03,2.932,0.0012,2,32,0.062,0.095,False,da,6848.8,da_max=2.9km net=+0.0km
48105,STARLINK-2440,Electric_EP,DragMakeup,-4.46,1.498,0.0031,2,47,0.043,0.095,False,da,6850.0,da_max=1.5km net=-4.5km
48106,STARLINK-2442,Electric_EP,DragMakeup,-6.96,1.831,0.0012,2,52,0.038,0.095,True,da,6850.3,da_max=1.8km net=-7.0km; monotone_drop=7.0km
48107,STARLINK-2443,Electric_EP,PhasingManeuver,-0.32,11.575,0.0004,2,39,0.051,0.095,False,da+de,6849.2,da_max=11.6km net=-0.3km; Δe
48119,STARLINK-2459,Electric_EP,DragMakeup,-0.06,2.909,0.0016,4,47,0.085,0.19,False,da,6848.9,da_max=2.9km net=-0.1km
48123,STARLINK-2464,Electric_EP,Stationkeeping,0.1,5.778,0.0018,8,38,0.211,0.381,False,da,6848.5,da_max=5.8km net=+0.1km
48125,STARLINK-2466,Electric_EP,DragMakeup,-4.46,1.679,0.0007,2,41,0.049,0.095,False,da,6851.2,da_max=1.7km net=-4.5km
48127,STARLINK-2468,Electric_EP,Stationkeeping,-0.9,0.83,0.0006,1,34,0.029,0.048,False,de,6848.9,Δe
48131,STARLINK-2473,Electric_EP,DragMakeup,-4.27,2.146,0.0007,2,39,0.051,0.095,False,da,6853.3,da_max=2.1km net=-4.3km
48137,STARLINK-2480,Electric_EP,OrbitLowering,-10.02,5.37,0.0038,2,33,0.061,0.095,False,da,6868.3,da_max=5.4km net=-10.0km
48139,STARLINK-2482,Electric_EP,DragMakeup,-0.0,2.92,0.0028,6,44,0.136,0.286,False,da,6849.1,da_max=2.9km net=-0.0km
48148,STARLINK-2491,Electric_EP,DragMakeup,-4.49,1.751,0.0016,3,39,0.077,0.143,False,da,6851.1,da_max=1.8km net=-4.5km
48150,STARLINK-2493,Electric_EP,DragMakeup,-7.04,1.759,0.0017,2,39,0.051,0.095,True,da,6853.2,da_max=1.8km net=-7.0km; monotone_drop=7.0km
48284,STARLINK-2564,Electric_EP,DragMakeup,0.01,4.344,0.0016,2,34,0.059,0.095,False,da,6848.7,da_max=4.3km net=+0.0km
48301,STARLINK-2537,Electric_EP,DragMakeup,-4.44,3.325,0.0017,6,44,0.136,0.286,False,da,6852.5,da_max=3.3km net=-4.4km
48303,STARLINK-2530,Electric_EP,DragMakeup,-0.03,1.577,0.0002,1,37,0.027,0.048,False,da,6848.8,da_max=1.6km net=-0.0km
48304,STARLINK-2524,Electric_EP,OrbitLowering,-7.03,2.872,0.0219,3,45,0.067,0.143,False,da+di,6852.8,da_max=2.9km net=-7.0km; di_max=0.0219°
48309,STARLINK-2517,Electric_EP,DragMakeup,1.98,1.117,0.0004,1,38,0.026,0.048,False,da,6851.1,da_max=1.1km net=+2.0km
48310,STARLINK-2536,Electric_EP,DragMakeup,-4.53,2.349,0.001,2,49,0.041,0.095,False,da,6850.2,da_max=2.3km net=-4.5km
48311,STARLINK-2534,Electric_EP,PhasingManeuver,0.02,6.438,0.0017,2,45,0.044,0.095,False,da,6848.7,da_max=6.4km net=+0.0km
48318,STARLINK-2509,Electric_EP,DragMakeup,-4.5,1.56,0.0003,2,42,0.048,0.095,False,da,6852.6,da_max=1.6km net=-4.5km
48326,STARLINK-2498,Electric_EP,DragMakeup,-0.01,2.472,0.0006,2,42,0.048,0.095,False,da+de,6848.7,da_max=2.5km net=-0.0km; Δe
48329,STARLINK-2510,Electric_EP,DragMakeup,1.52,1.472,0.0007,1,40,0.025,0.048,False,da,6848.8,da_max=1.5km net=+1.5km
48334,STARLINK-2470,Electric_EP,DragMakeup,-0.02,3.917,0.0011,2,37,0.054,0.095,False,da,6848.8,da_max=3.9km net=-0.0km
48356,STARLINK-2637,Electric_EP,DragMakeup,-4.46,1.677,0.0003,3,48,0.062,0.143,False,da,6850.6,da_max=1.7km net=-4.5km
48359,STARLINK-2628,Electric_EP,DragMakeup,-4.44,1.703,0.0008,2,40,0.05,0.095,False,da,6852.7,da_max=1.7km net=-4.4km
48361,STARLINK-2591,Electric_EP,DragMakeup,0.05,1.324,0.001,2,46,0.043,0.095,False,da,6848.8,da_max=1.3km net=+0.0km
48374,STARLINK-2604,Electric_EP,Stationkeeping,3.16,3.684,0.0013,9,44,0.205,0.429,False,da,6849.3,da_max=3.7km net=+3.2km
48375,STARLINK-2603,Electric_EP,Stationkeeping,-2.43,11.075,0.0037,9,45,0.2,0.429,False,da+de,6849.1,da_max=11.1km net=-2.4km; Δe
48376,STARLINK-2610,Electric_EP,PhasingManeuver,-0.22,6.351,0.0006,2,41,0.049,0.095,False,da,6848.7,da_max=6.4km net=-0.2km
48377,STARLINK-2499,Electric_EP,PhasingManeuver,-0.13,6.431,0.0008,2,39,0.051,0.095,False,da,6849.0,da_max=6.4km net=-0.1km
48400,STARLINK-2576,Electric_EP,DragMakeup,-4.48,1.509,0.0001,1,52,0.019,0.048,False,da,6850.1,da_max=1.5km net=-4.5km
48406,STARLINK-2568,Electric_EP,DragMakeup,-4.46,1.704,0.0006,2,47,0.043,0.095,False,da,6851.4,da_max=1.7km net=-4.5km
48410,STARLINK-2563,Electric_EP,DragMakeup,-2.77,1.593,0.0011,1,48,0.021,0.048,False,da,6849.0,da_max=1.6km net=-2.8km
48431,STARLINK-2700,Electric_EP,DragMakeup,-2.87,3.223,0.0026,4,37,0.108,0.19,False,da,6853.8,da_max=3.2km net=-2.9km
48432,STARLINK-2680,Electric_EP,DragMakeup,-4.67,1.663,0.0024,2,39,0.051,0.095,False,da,6851.4,da_max=1.7km net=-4.7km
48433,STARLINK-2699,Electric_EP,DragMakeup,0.03,1.966,0.0008,2,30,0.067,0.095,False,da,6848.9,da_max=2.0km net=+0.0km
48434,STARLINK-2692,Electric_EP,DragMakeup,-0.13,3.499,0.0029,2,40,0.05,0.095,False,da,6849.0,da_max=3.5km net=-0.1km
48436,STARLINK-2639,Electric_EP,PhasingManeuver,0.0,5.642,0.0011,2,36,0.056,0.095,False,da,6849.2,da_max=5.6km net=+0.0km
48438,STARLINK-2640,Electric_EP,DragMakeup,0.01,2.728,0.0014,2,38,0.053,0.095,False,da,6848.7,da_max=2.7km net=+0.0km
48439,STARLINK-2583,Electric_EP,DragMakeup,-4.45,1.19,0.0021,2,50,0.04,0.095,False,da,6850.3,da_max=1.2km net=-4.4km
48440,STARLINK-2682,Electric_EP,PhasingManeuver,0.05,5.467,0.0001,2,60,0.033,0.095,False,da,6848.7,da_max=5.5km net=+0.1km
48442,STARLINK-2644,Electric_EP,PhasingManeuver,0.08,6.585,0.0004,2,38,0.053,0.095,False,da,6849.0,da_max=6.6km net=+0.1km
48444,STARLINK-2645,Electric_EP,PhasingManeuver,0.04,6.088,0.0011,2,40,0.05,0.095,False,da,6848.7,da_max=6.1km net=+0.0km
48455,STARLINK-2497,Electric_EP,DragMakeup,-4.49,2.593,0.0012,1,44,0.023,0.048,False,da,6850.3,da_max=2.6km net=-4.5km
48464,STARLINK-2686,Electric_EP,DragMakeup,-0.1,1.989,0.0014,2,45,0.044,0.095,False,da,6848.8,da_max=2.0km net=-0.1km
48470,STARLINK-2675,Electric_EP,DragMakeup,0.01,6.047,0.0035,4,46,0.087,0.19,False,da,6849.1,da_max=6.0km net=+0.0km
48563,STARLINK-2188,Electric_EP,DragMakeup,2.27,2.28,0.0005,1,35,0.029,0.048,False,da,6848.8,da_max=2.3km net=+2.3km
48566,STARLINK-2214,Electric_EP,DragMakeup,-0.03,3.244,0.0006,2,40,0.05,0.095,False,da,6855.7,da_max=3.2km net=-0.0km
48570,STARLINK-2220,Electric_EP,DragMakeup,-43.48,3.951,0.0291,19,55,0.345,0.905,True,da+di,6848.2,da_max=4.0km net=-43.5km; di_max=0.0291°; monotone_drop=43.5km
48572,STARLINK-2222,Electric_EP,OrbitLowering,-7.02,3.31,0.0195,2,52,0.038,0.095,False,da,6852.2,da_max=3.3km net=-7.0km
48576,STARLINK-2228,Electric_EP,DragMakeup,0.04,11.682,0.0006,4,32,0.125,0.19,False,da+de,6849.6,da_max=11.7km net=+0.0km; Δe
48581,STARLINK-2235,Electric_EP,DragMakeup,-11.31,3.778,0.008,3,56,0.054,0.143,True,da,6852.2,da_max=3.8km net=-11.3km; monotone_drop=11.3km
48583,STARLINK-2237,Electric_EP,OrbitLowering,-7.1,3.233,0.0042,3,48,0.062,0.143,False,da,6853.6,da_max=3.2km net=-7.1km
48586,STARLINK-2241,Electric_EP,DragMakeup,-7.06,3.404,0.0036,2,46,0.043,0.095,True,da,6853.0,da_max=3.4km net=-7.1km; monotone_drop=7.1km
48592,STARLINK-2249,Electric_EP,DragMakeup,-76.63,2.976,0.0012,33,64,0.516,1.571,True,da,6686.2,da_max=3.0km net=-76.6km; monotone_drop=76.6km
48594,STARLINK-2251,Electric_EP,DragMakeup,2.54,1.507,0.0001,1,37,0.027,0.048,False,da,6854.5,da_max=1.5km net=+2.5km
48595,STARLINK-2252,Electric_EP,OrbitLowering,-7.08,3.391,0.0063,2,43,0.047,0.095,False,da,6854.0,da_max=3.4km net=-7.1km
48602,STARLINK-2713,Electric_EP,Stationkeeping,-0.01,0.213,0.0007,2,29,0.069,0.095,False,de,6848.9,Δe
48603,STARLINK-2714,Electric_EP,DragMakeup,2.55,1.469,0.0006,1,43,0.023,0.048,False,da,6854.4,da_max=1.5km net=+2.5km
48604,STARLINK-2757,Electric_EP,OrbitLowering,-7.04,3.829,0.0255,3,49,0.061,0.143,False,da+di,6853.1,da_max=3.8km net=-7.0km; di_max=0.0255°
48641,STARLINK-2754,Electric_EP,DragMakeup,0.02,12.121,0.0011,4,53,0.075,0.19,False,da+de,6849.2,da_max=12.1km net=+0.0km; Δe
48644,STARLINK-2695,Electric_EP,Stationkeeping,3.04,4.108,0.0011,7,43,0.163,0.333,False,da+de,6849.1,da_max=4.1km net=+3.0km; Δe
48646,STARLINK-2732,Electric_EP,Stationkeeping,-0.07,5.187,0.001,7,35,0.2,0.333,False,da,6849.3,da_max=5.2km net=-0.1km
48648,STARLINK-2521,Electric_EP,DragMakeup,0.06,4.459,0.0009,2,40,0.05,0.095,False,da,6849.0,da_max=4.5km net=+0.1km
48651,STARLINK-2731,Electric_EP,DragMakeup,0.02,5.248,0.001,4,49,0.082,0.19,False,da,6849.2,da_max=5.2km net=+0.0km
48652,STARLINK-2727,Electric_EP,DragMakeup,-36.49,3.379,0.0007,14,62,0.226,0.667,True,da,6784.5,da_max=3.4km net=-36.5km; monotone_drop=36.5km
48653,STARLINK-2720,Electric_EP,PhasingManeuver,0.02,6.762,0.0004,2,38,0.053,0.095,False,da,6849.2,da_max=6.8km net=+0.0km
48655,STARLINK-2657,Electric_EP,DragMakeup,0.01,11.61,0.0011,4,38,0.105,0.19,False,da,6849.5,da_max=11.6km net=+0.0km
48658,STARLINK-2647,Electric_EP,PhasingManeuver,0.02,5.165,0.0007,2,40,0.05,0.095,False,da,6853.5,da_max=5.2km net=+0.0km
48659,STARLINK-2717,Electric_EP,DragMakeup,0.06,4.657,0.0019,2,37,0.054,0.095,False,da,6849.0,da_max=4.7km net=+0.1km
48667,STARLINK-2735,Electric_EP,DragMakeup,0.01,2.045,0.0016,2,40,0.05,0.095,False,da,6856.0,da_max=2.0km net=+0.0km
48671,STARLINK-2745,Electric_EP,DragMakeup,2.51,1.587,0.0014,1,38,0.026,0.048,False,da,6854.3,da_max=1.6km net=+2.5km
48674,STARLINK-2712,Electric_EP,DragMakeup,2.48,1.533,0.0004,1,40,0.025,0.048,False,da,6854.4,da_max=1.5km net=+2.5km
48693,STARLINK-2618,Electric_EP,DragMakeup,-0.02,4.196,0.002,2,42,0.048,0.095,False,da,6848.8,da_max=4.2km net=-0.0km
48880,STARLINK-3004,Electric_EP,DragMakeup,-66.98,3.285,0.0116,32,64,0.5,1.524,True,da,6778.2,da_max=3.3km net=-67.0km; monotone_drop=67.0km
49131,STARLINK-3096,Electric_EP,DragMakeup,-50.02,2.883,0.0013,22,45,0.489,1.048,True,da,6633.9,da_max=2.9km net=-50.0km; monotone_drop=50.0km
49164,STARLINK-3106,Electric_EP,Stationkeeping,0.86,5.106,0.0055,8,42,0.19,0.381,False,da,6950.4,da_max=5.1km net=+0.9km
49169,STARLINK-3046,Electric_EP,DragMakeup,-0.02,4.29,0.0024,6,44,0.136,0.286,False,da,6950.5,da_max=4.3km net=-0.0km
49173,STARLINK-3045,Electric_EP,DragMakeup,-0.02,1.904,0.0049,2,46,0.043,0.095,False,da,6950.3,da_max=1.9km net=-0.0km
49408,STARLINK-3151,Electric_EP,DragMakeup,-28.19,1.359,0.0006,3,64,0.047,0.143,True,da,6723.3,da_max=1.4km net=-28.2km; monotone_drop=28.2km
50201,STARLINK-3255,Electric_EP,OrbitLowering,-17.84,1.446,0.001,1,60,0.017,0.048,False,da,6659.6,da_max=1.4km net=-17.8km
