sat_name,inc_family,maneuver_class,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,u_deg,da_km,de,di_deg,draan_raw_deg,draan_j2_deg,draan_res_deg,du_deg,da_severity,dv_est_ms,flagged,flag_reason
STARLINK-35290,53deg,phasing,2026-05-05 02:07:42+00:00,2026-05-05 10:12:42+00:00,8.08,6852.994,474.86,0.00084,53.141,185.8321,228.1342,-4.8176,0.000715,-0.00891,-1.602,-1.5678,-0.0342,56.3146,small,2.681,True,da=-4.82km[small]
STARLINK-36773,SSO,phasing,2026-05-05 01:46:42+00:00,2026-05-05 09:42:42+00:00,7.93,6845.184,467.05,0.001533,97.1716,313.0475,149.3957,4.7948,-5.2e-05,-0.00077,0.322,0.3207,0.0013,23.6457,small,2.673,True,da=+4.79km[small]
STARLINK-6030,53deg,mixed,2026-05-03 19:22:42+00:00,2026-05-04 11:15:42+00:00,15.88,6862.837,484.7,0.001034,42.9254,210.0833,132.9939,4.8103,0.000164,0.03241,-3.7185,-3.7311,0.0126,43.7183,small,2.671,True,da=+4.81km[small] | di=+0.0324deg
STARLINK-37023,53deg,lowering,2026-05-03 17:39:42+00:00,2026-05-04 09:40:42+00:00,16.02,6852.231,474.09,0.000866,53.0118,282.7587,309.273,4.7974,0.000525,0.01018,-3.0627,-3.1087,0.046,78.3679,small,2.67,True,da=+4.80km[small]
STARLINK-30930,53deg,mixed,2026-05-06 02:48:42+00:00,2026-05-06 10:44:42+00:00,7.93,6841.478,463.34,0.00072,53.3094,93.3519,316.5854,4.7777,0.000203,0.01179,-1.5287,-1.5375,0.0089,26.9196,small,2.665,True,da=+4.78km[small]
STARLINK-35276,53deg,mixed,2026-05-03 18:13:42+00:00,2026-05-04 10:00:42+00:00,15.78,6853.78,475.64,0.001275,53.0888,207.6273,136.1194,4.7879,0.000225,0.02428,-3.0506,-3.055,0.0044,24.7785,small,2.664,True,da=+4.79km[small] | di=+0.0243deg
STARLINK-11241,53deg,phasing,2026-05-05 10:59:42+00:00,2026-05-05 19:01:42+00:00,8.03,6736.032,357.9,0.001038,53.2781,61.3884,54.7828,4.6631,0.000373,0.01225,-1.6954,-1.6451,-0.0503,92.7555,small,2.663,True,da=+4.66km[small]
STARLINK-34030,mid-inc,phasing,2026-05-05 22:39:42+00:00,2026-05-06 02:16:42+00:00,3.62,6950.955,572.82,0.001026,69.9299,329.9684,35.1634,-4.8891,-0.000181,-0.00924,-0.408,-0.3819,-0.0261,92.7335,small,2.663,True,da=-4.89km[small]
STARLINK-34849,53deg,mixed,2026-05-02 10:02:42+00:00,2026-05-02 18:06:42+00:00,8.07,6852.8,474.66,0.000863,53.0769,214.0595,229.317,-4.7851,0.00076,-0.01361,-1.593,-1.5671,-0.0259,52.4905,small,2.663,True,da=-4.79km[small]
STARLINK-30916,53deg,mixed,2026-05-05 21:56:42+00:00,2026-05-06 02:48:42+00:00,4.87,6842.62,464.48,0.000625,53.3091,94.8107,322.0512,4.7656,0.000705,0.01905,-0.9202,-0.9426,0.0224,40.6811,small,2.658,True,da=+4.77km[small]
STARLINK-5038,mid-inc,phasing,2026-05-05 11:33:42+00:00,2026-05-05 19:29:42+00:00,7.93,6946.892,568.76,0.000871,69.9495,341.0409,49.3088,4.8752,0.000206,0.00713,-0.8364,-0.8363,-0.0001,-17.5172,small,2.658,True,da=+4.88km[small]
STARLINK-11206,53deg,phasing,2026-05-04 19:43:42+00:00,2026-05-05 03:14:42+00:00,7.52,6732.418,354.28,0.000462,53.0258,229.4338,79.0606,4.6494,0.000703,0.02119,-1.5292,-1.5511,0.0219,-29.1761,small,2.657,True,da=+4.65km[small] | di=+0.0212deg
STARLINK-34518,53deg,mixed,2026-05-03 18:10:42+00:00,2026-05-04 10:22:42+00:00,16.2,6853.22,475.08,0.000819,53.0607,220.3685,313.0752,-4.7741,-0.000244,-0.00708,-3.1055,-3.1474,0.0419,120.4767,small,2.656,True,da=-4.77km[small]
STARLINK-35274,53deg,mixed,2026-05-05 22:54:42+00:00,2026-05-06 02:08:42+00:00,3.23,6856.789,478.65,0.00147,53.114,339.3879,29.9026,-4.7637,-0.000371,-0.01793,-0.6236,-0.6263,0.0027,22.5892,small,2.649,True,da=-4.76km[small]
STARLINK-32667,53deg,mixed,2026-05-04 10:34:42+00:00,2026-05-04 20:18:42+00:00,9.73,6861.906,483.77,0.00025,42.8932,315.2336,306.7265,4.7554,0.001025,0.0171,-2.2464,-2.289,0.0426,72.8204,small,2.641,True,da=+4.76km[small] | de=+0.00102
STARLINK-31741,53deg,mixed,2026-05-02 10:32:42+00:00,2026-05-02 18:39:42+00:00,8.12,6867.238,489.1,0.001272,43.113,39.4374,165.7448,-4.7442,-0.001079,-0.02518,-1.8667,-1.9021,0.0354,61.9702,small,2.632,True,da=-4.74km[small] | di=-0.0252deg | de=-0.00108
STARLINK-30925,53deg,mixed,2026-05-05 22:00:42+00:00,2026-05-06 02:52:42+00:00,4.87,6859.252,481.12,0.000584,43.1303,89.1537,104.0573,4.7267,0.000578,0.02443,-1.155,-1.1416,-0.0134,36.4865,small,2.627,True,da=+4.73km[small] | di=+0.0244deg
STARLINK-37054,53deg,mixed,2026-05-05 17:48:42+00:00,2026-05-05 23:11:42+00:00,5.38,6853.563,475.43,0.001255,53.0133,273.0592,45.1174,4.7165,-0.000508,0.01224,-1.0512,-1.0441,-0.0071,156.5136,small,2.624,True,da=+4.72km[small]
STARLINK-36708,SSO,phasing,2026-05-02 09:42:42+00:00,2026-05-02 17:37:42+00:00,7.92,6849.035,470.9,0.000946,97.164,233.1653,193.9445,-4.7098,0.000102,0.00093,0.3216,0.3198,0.0018,19.7688,small,2.623,True,da=-4.71km[small]
STARLINK-31740,53deg,mixed,2026-05-02 10:32:42+00:00,2026-05-02 18:37:42+00:00,8.08,6854.218,476.08,0.000688,53.241,33.6122,318.0153,4.7149,0.000803,0.00917,-1.5304,-1.559,0.0286,56.3915,small,2.623,True,da=+4.71km[small]
STARLINK-11253,53deg,phasing,2026-05-05 11:06:42+00:00,2026-05-05 19:08:42+00:00,8.03,6736.013,357.88,0.001061,53.278,61.4215,54.575,4.5913,0.000366,0.01165,-1.6958,-1.6452,-0.0507,92.7856,small,2.622,True,da=+4.59km[small]
STARLINK-34375,53deg,mixed,2026-05-02 10:14:42+00:00,2026-05-02 18:07:42+00:00,7.88,6817.923,439.79,0.001257,53.0554,226.1566,46.0004,-4.6746,-0.000577,-0.01295,-1.5617,-1.5598,-0.0019,24.7005,small,2.621,True,da=-4.67km[small]
STARLINK-34800,53deg,phasing,2026-05-05 22:50:42+00:00,2026-05-06 02:04:42+00:00,3.23,6852.071,473.93,0.001078,53.0049,261.4751,127.1039,4.703,0.000362,0.01748,-0.624,-0.6277,0.0037,22.5664,small,2.617,True,da=+4.70km[small]
STARLINK-32042,53deg,mixed,2026-05-02 10:22:42+00:00,2026-05-02 18:37:42+00:00,8.25,6850.756,472.62,0.000976,53.2308,146.8797,121.6548,4.6998,-0.000363,0.01869,-1.5498,-1.5942,0.0443,94.6786,small,2.616,True,da=+4.70km[small]
STARLINK-35270,53deg,mixed,2026-05-05 17:59:42+00:00,2026-05-05 23:01:42+00:00,5.03,6842.486,464.35,0.001365,53.3087,105.674,39.0449,-4.6862,-0.000477,-0.01841,-1.0263,-0.9777,-0.0486,79.2686,small,2.614,True,da=-4.69km[small]
STARLINK-32710,53deg,mixed,2026-05-04 10:35:42+00:00,2026-05-04 20:17:42+00:00,9.7,6863.915,485.78,0.001118,42.9152,322.5454,40.2207,-4.704,-0.000528,-0.02543,-2.3307,-2.2843,-0.0464,65.3329,small,2.611,True,da=-4.70km[small] | di=-0.0254deg
STARLINK-31148,53deg,mixed,2026-05-04 19:55:42+00:00,2026-05-05 02:50:42+00:00,6.92,6864.821,486.68,0.000476,42.8677,262.0627,327.3816,-4.7019,0.000262,-0.02115,-1.6285,-1.6293,0.0008,146.8226,small,2.61,True,da=-4.70km[small] | di=-0.0211deg
STARLINK-35367,53deg,mixed,2026-05-04 20:58:42+00:00,2026-05-05 02:14:42+00:00,5.27,6839.81,461.67,0.000882,53.2947,109.5715,308.994,-4.6775,-0.000514,-0.01315,-0.9969,-1.0247,0.0278,132.876,small,2.61,True,da=-4.68km[small]
STARLINK-34559,mid-inc,phasing,2026-05-04 20:46:42+00:00,2026-05-05 02:10:42+00:00,5.4,6945.248,567.11,0.000812,70.0179,172.3452,125.0243,-4.7839,0.001165,-0.00923,-0.5495,-0.5694,0.0199,133.2749,small,2.609,True,da=-4.78km[small] | de=+0.00117
STARLINK-30835,53deg,mixed,2026-05-03 18:50:42+00:00,2026-05-04 10:51:42+00:00,16.02,6859.758,481.62,0.00072,42.8563,242.6925,68.5602,4.6842,0.000448,0.02468,-3.8319,-3.7729,-0.059,74.4032,small,2.603,True,da=+4.68km[small] | di=+0.0247deg
STARLINK-30233,53deg,phasing,2026-05-02 18:53:42+00:00,2026-05-03 03:00:42+00:00,8.12,6863.907,485.77,0.000316,42.8616,277.451,220.1399,-4.6819,0.000322,-0.02251,-1.9564,-1.9131,-0.0433,61.9426,small,2.599,True,da=-4.68km[small] | di=-0.0225deg
STARLINK-6081,53deg,mixed,2026-05-02 19:07:42+00:00,2026-05-03 03:13:42+00:00,8.1,6862.738,484.6,0.001012,42.914,215.4216,132.6079,4.6744,-9.6e-05,0.02802,-1.8696,-1.9033,0.0337,58.1773,small,2.595,True,da=+4.67km[small] | di=+0.0280deg
STARLINK-36702,SSO,mixed,2026-05-03 01:51:42+00:00,2026-05-03 09:46:42+00:00,7.92,6836.607,458.47,0.001052,97.1706,234.6313,57.9246,-4.6447,-0.00044,-0.00113,0.3299,0.3221,0.0077,19.8298,small,2.594,True,da=-4.64km[small]
STARLINK-34574,mid-inc,phasing,2026-05-05 02:12:42+00:00,2026-05-05 10:08:42+00:00,7.93,6952.821,574.68,0.000963,70.0281,171.8971,152.3937,-4.7618,-0.000155,-0.00178,-0.8346,-0.8328,-0.0018,-17.5141,small,2.593,True,da=-4.76km[small]
STARLINK-30923,53deg,raising,2026-05-02 18:51:42+00:00,2026-05-03 02:51:42+00:00,8.0,6848.08,469.94,0.000686,53.3041,109.4486,322.1651,4.6516,0.000681,0.01496,-1.5305,-1.5454,0.015,40.0657,small,2.591,True,da=+4.65km[small]
STARLINK-30964,53deg,mixed,2026-05-06 02:51:42+00:00,2026-05-06 10:50:42+00:00,7.98,6865.776,487.64,0.000627,43.1641,87.8805,207.4982,-4.6565,-0.000238,-0.02327,-1.8687,-1.8706,0.002,31.3658,small,2.584,True,da=-4.66km[small] | di=-0.0233deg
STARLINK-31625,53deg,mixed,2026-05-05 18:43:42+00:00,2026-05-05 22:10:42+00:00,3.45,6866.631,488.49,0.00076,43.1584,71.8705,340.5663,-4.6576,0.00017,-0.02276,-0.7666,-0.8081,0.0415,71.4298,small,2.584,True,da=-4.66km[small] | di=-0.0228deg
STARLINK-5038,mid-inc,phasing,2026-05-03 03:24:42+00:00,2026-05-03 11:18:42+00:00,7.9,6951.399,573.26,0.001067,69.9696,346.9403,33.198,4.742,6e-06,0.00734,-0.8374,-0.8301,-0.0074,-24.9991,small,2.583,True,da=+4.74km[small]
STARLINK-34046,mid-inc,mixed,2026-05-05 02:21:42+00:00,2026-05-05 10:26:42+00:00,8.08,6946.904,568.77,0.000893,69.9268,331.9804,130.8116,4.7358,0.000171,0.00749,-0.8465,-0.853,0.0065,16.2153,small,2.582,True,da=+4.74km[small]
STARLINK-32040,53deg,mixed,2026-05-05 10:39:42+00:00,2026-05-05 18:42:42+00:00,8.05,6847.796,469.66,0.00165,53.2503,132.7473,260.8862,4.6276,-0.000717,0.01742,-1.586,-1.5572,-0.0287,48.6491,small,2.578,True,da=+4.63km[small]
STARLINK-35022,53deg,mixed,2026-05-02 09:55:42+00:00,2026-05-02 18:09:42+00:00,8.23,6846.541,468.4,0.001091,53.106,342.3869,302.2077,4.6229,0.000293,0.01009,-1.5585,-1.5992,0.0407,92.6542,small,2.576,True,da=+4.62km[small]
STARLINK-37447,SSO,mixed,2026-05-03 01:33:42+00:00,2026-05-03 09:32:42+00:00,7.98,6700.691,322.55,0.002006,97.2037,328.2721,307.1344,4.4735,-0.000528,0.00217,0.3427,0.3494,-0.0066,91.7402,small,2.575,True,da=+4.47km[small]
STARLINK-6062,53deg,mixed,2026-05-06 03:01:42+00:00,2026-05-06 11:01:42+00:00,8.0,6869.331,491.19,0.00118,42.9816,196.4369,180.2854,-4.6378,-0.000748,-0.00872,-1.8552,-1.8765,0.0213,34.8724,small,2.571,True,da=-4.64km[small]
STARLINK-34523,53deg,mixed,2026-05-03 18:09:42+00:00,2026-05-04 10:23:42+00:00,16.23,6817.967,439.83,0.000795,53.0654,219.8786,225.6952,4.5837,0.000699,0.0224,-3.213,-3.2022,-0.0108,157.0909,small,2.57,True,da=+4.58km[small] | di=+0.0224deg
STARLINK-32013,53deg,lowering,2026-05-04 10:33:42+00:00,2026-05-04 20:15:42+00:00,9.7,6853.769,475.63,0.000759,53.2586,137.9326,224.4741,-4.6191,0.000638,-0.01016,-1.9141,-1.8754,-0.0387,67.5596,small,2.57,True,da=-4.62km[small]
STARLINK-31906,53deg,mixed,2026-05-05 10:34:42+00:00,2026-05-05 18:42:42+00:00,8.13,6863.832,485.69,0.001108,42.8991,313.779,40.3206,-4.6272,-0.000512,-0.02252,-1.9632,-1.9159,-0.0473,65.9493,small,2.569,True,da=-4.63km[small] | di=-0.0225deg
STARLINK-30844,53deg,lowering,2026-05-04 10:43:42+00:00,2026-05-04 19:55:42+00:00,9.2,6862.784,484.65,0.000235,43.1432,97.6348,226.311,4.6248,0.00096,0.02469,-2.1928,-2.1538,-0.039,-49.3361,small,2.568,True,da=+4.62km[small] | di=+0.0247deg
STARLINK-35295,53deg,lowering,2026-05-03 18:07:42+00:00,2026-05-04 10:07:42+00:00,16.0,6857.517,479.38,0.00149,53.1412,349.5506,153.8615,-4.6177,-0.000637,-0.01999,-3.0498,-3.0963,0.0465,74.4613,small,2.567,True,da=-4.62km[small]
STARLINK-36715,SSO,phasing,2026-05-02 09:40:42+00:00,2026-05-02 17:35:42+00:00,7.92,6849.177,471.04,0.000941,97.1627,233.9322,193.1283,-4.6074,5.2e-05,0.00108,0.3216,0.3198,0.0018,19.7672,small,2.566,True,da=-4.61km[small]
STARLINK-35276,53deg,mixed,2026-05-06 02:11:42+00:00,2026-05-06 10:07:42+00:00,7.93,6856.949,478.81,0.001434,53.1266,196.8332,29.0791,-4.6114,-0.000302,-0.00893,-1.5361,-1.536,-0.0,21.9504,small,2.564,True,da=-4.61km[small]
STARLINK-35299,53deg,phasing,2026-05-05 10:02:42+00:00,2026-05-05 18:07:42+00:00,8.08,6852.966,474.83,0.001152,53.1112,341.7008,48.0758,-4.6068,-0.000662,-0.01951,-1.606,-1.569,-0.037,56.5037,small,2.563,True,da=-4.61km[small]
STARLINK-36382,SSO,mixed,2026-05-05 09:48:42+00:00,2026-05-05 17:44:42+00:00,7.93,6828.907,450.77,0.003008,97.1809,313.4066,275.7092,4.5807,-0.000719,-0.00062,0.3309,0.3238,0.0071,24.5345,small,2.562,True,da=+4.58km[small]
STARLINK-34490,53deg,mixed,2026-05-05 22:46:42+00:00,2026-05-06 02:11:42+00:00,3.42,6853.718,475.58,0.001234,53.085,210.2124,135.8251,4.6037,-0.000489,0.01636,-0.6212,-0.6615,0.0403,64.6867,small,2.561,True,da=+4.60km[small]
STARLINK-34518,53deg,mixed,2026-05-05 18:21:42+00:00,2026-05-05 22:51:42+00:00,4.5,6855.121,476.98,0.000625,53.0848,211.0795,218.9192,4.6041,0.000765,0.0191,-0.901,-0.8706,-0.0304,-46.5395,small,2.561,True,da=+4.60km[small]
STARLINK-30921,53deg,mixed,2026-05-06 02:50:42+00:00,2026-05-06 10:45:42+00:00,7.92,6837.241,459.1,0.000814,53.2957,93.7605,115.1499,4.5855,0.000517,0.01138,-1.542,-1.5382,-0.0037,23.1378,small,2.56,True,da=+4.59km[small]
STARLINK-37103,53deg,mixed,2026-05-05 01:44:42+00:00,2026-05-05 09:38:42+00:00,7.9,6795.515,417.38,0.000965,53.2783,57.3642,232.4495,-4.5395,0.000743,-0.01932,-1.5936,-1.5731,-0.0205,36.9239,small,2.558,True,da=-4.54km[small]
STARLINK-32783,53deg,lowering,2026-05-06 02:21:42+00:00,2026-05-06 10:26:42+00:00,8.08,6863.557,485.42,0.001101,42.8942,313.462,42.7037,-4.605,-0.000593,-0.02183,-1.9445,-1.9045,-0.04,54.4049,small,2.556,True,da=-4.61km[small] | di=-0.0218deg
STARLINK-30818,53deg,mixed,2026-05-05 02:47:42+00:00,2026-05-05 10:52:42+00:00,8.08,6858.751,480.61,0.000651,42.8615,234.9916,261.7466,4.5982,-0.000504,0.02139,-1.9485,-1.905,-0.0435,54.3501,small,2.555,True,da=+4.60km[small] | di=+0.0214deg
STARLINK-37103,53deg,mixed,2026-05-02 09:48:42+00:00,2026-05-02 17:38:42+00:00,7.83,6795.211,417.07,0.001097,53.2903,70.033,126.1421,4.5321,0.000334,0.01596,-1.5554,-1.5554,0.0,21.5065,small,2.554,True,da=+4.53km[small]
STARLINK-30898,53deg,mixed,2026-05-05 10:44:42+00:00,2026-05-05 18:48:42+00:00,8.07,6840.407,462.27,0.000879,53.3018,97.082,228.1264,-4.575,0.000664,-0.01111,-1.6035,-1.5687,-0.0348,57.5418,small,2.553,True,da=-4.57km[small]
STARLINK-34438,53deg,mixed,2026-05-05 22:50:42+00:00,2026-05-06 02:04:42+00:00,3.23,6854.695,476.56,0.000659,53.2325,28.1876,220.553,-4.5869,0.000636,-0.01678,-0.6279,-0.6253,-0.0027,22.5066,small,2.551,True,da=-4.59km[small]
STARLINK-36718,SSO,phasing,2026-05-06 01:55:42+00:00,2026-05-06 09:40:42+00:00,7.75,6837.07,458.93,0.001076,97.1657,237.6306,123.7711,-4.5661,-0.000285,-0.00138,0.3187,0.3151,0.0036,-18.6082,small,2.55,True,da=-4.57km[small]
STARLINK-37366,SSO,mixed,2026-05-05 01:39:42+00:00,2026-05-05 09:38:42+00:00,7.98,6722.096,343.96,0.001492,97.2052,330.3745,143.7704,-4.4503,0.000346,0.00762,0.3377,0.3465,-0.0088,85.0369,small,2.549,True,da=-4.45km[small]
STARLINK-35022,53deg,mixed,2026-05-05 10:02:42+00:00,2026-05-05 18:18:42+00:00,8.27,6850.247,472.11,0.000609,53.0866,328.3835,320.5806,-4.5666,0.000286,-0.01755,-1.5653,-1.6077,0.0424,100.4274,small,2.543,True,da=-4.57km[small]
STARLINK-32189,53deg,mixed,2026-05-02 18:31:42+00:00,2026-05-03 02:36:42+00:00,8.08,6848.229,470.09,0.001564,53.2448,45.5949,254.9767,4.5417,-0.000692,0.0143,-1.5968,-1.5636,-0.0332,56.3068,small,2.53,True,da=+4.54km[small]
STARLINK-32710,53deg,mixed,2026-05-03 18:24:42+00:00,2026-05-04 10:35:42+00:00,16.18,6859.365,481.23,0.000597,42.9031,326.3121,287.7092,4.5494,0.000521,0.0121,-3.7667,-3.8106,0.0439,112.5115,small,2.528,True,da=+4.55km[small]
STARLINK-34088,mid-inc,phasing,2026-05-06 02:15:42+00:00,2026-05-06 10:20:42+00:00,8.08,6944.801,566.66,0.000805,69.9188,329.5589,123.241,4.634,0.000175,0.00745,-0.8486,-0.8543,0.0057,16.229,small,2.528,True,da=+4.63km[small]
STARLINK-30882,53deg,phasing,2026-05-03 18:54:42+00:00,2026-05-04 10:48:42+00:00,15.9,6848.83,470.69,0.001507,53.3196,104.7053,162.5888,-4.5373,-0.00076,-0.01503,-3.0513,-3.0775,0.0262,59.5027,small,2.527,True,da=-4.54km[small]
STARLINK-35129,53deg,phasing,2026-05-02 10:00:42+00:00,2026-05-02 18:04:42+00:00,8.07,6848.04,469.9,0.000479,53.1297,355.6092,76.7644,4.5339,0.000668,0.00753,-1.6008,-1.5649,-0.0359,52.6794,small,2.526,True,da=+4.53km[small]
STARLINK-35336,53deg,mixed,2026-05-05 02:05:42+00:00,2026-05-05 10:10:42+00:00,8.08,6848.323,470.19,0.000533,53.0924,201.1375,74.7275,4.5161,0.000645,0.01782,-1.6052,-1.5691,-0.0361,56.5172,small,2.516,True,da=+4.52km[small]
STARLINK-5846,mid-inc,mixed,2026-05-02 19:05:42+00:00,2026-05-03 03:12:42+00:00,8.12,6951.365,573.23,0.001067,69.9266,327.7056,145.9858,4.6164,2.1e-05,0.00203,-0.8467,-0.8547,0.008,23.7168,small,2.514,True,da=+4.62km[small]
STARLINK-30923,53deg,raising,2026-05-05 18:49:42+00:00,2026-05-05 22:03:42+00:00,3.23,6846.485,468.35,0.000797,53.3078,95.4946,315.8495,4.5097,2.9e-05,0.0109,-0.6223,-0.6251,0.0029,23.7158,small,2.513,True,da=+4.51km[small]
STARLINK-31954,53deg,mixed,2026-05-05 10:40:42+00:00,2026-05-05 18:45:42+00:00,8.08,6858.92,480.78,0.000938,53.2831,133.2712,345.407,-4.5124,0.000388,-0.0117,-1.5256,-1.5578,0.0322,56.3981,small,2.508,True,da=-4.51km[small]
STARLINK-32848,53deg,mixed,2026-05-05 10:21:42+00:00,2026-05-05 18:26:42+00:00,8.08,6849.704,471.57,0.001315,53.2648,45.6397,137.6938,4.5002,-0.000427,0.0098,-1.5311,-1.5618,0.0307,58.2581,small,2.506,True,da=+4.50km[small]
STARLINK-31724,53deg,lowering,2026-05-04 20:05:42+00:00,2026-05-05 02:55:42+00:00,6.83,6858.718,480.58,0.000734,42.9564,350.2085,276.4104,4.5033,0.000379,0.01299,-1.5692,-1.6082,0.0389,127.5493,small,2.503,True,da=+4.50km[small]
STARLINK-34030,mid-inc,phasing,2026-05-03 18:26:42+00:00,2026-05-04 10:18:42+00:00,15.87,6956.463,578.33,0.000869,69.9522,335.4438,182.9492,-4.5982,0.00017,-0.01096,-1.6794,-1.6689,-0.0104,-34.9868,small,2.502,True,da=-4.60km[small]
STARLINK-35453,53deg,lowering,2026-05-04 10:08:42+00:00,2026-05-04 20:56:42+00:00,10.8,6855.319,477.18,0.00139,53.2495,35.3548,37.045,4.4951,-0.000168,0.00973,-2.1172,-2.0815,-0.0357,-39.719,small,2.5,True,da=+4.50km[small]
STARLINK-33860,mid-inc,phasing,2026-05-05 02:28:42+00:00,2026-05-05 10:20:42+00:00,7.87,6956.363,578.23,0.000961,69.9404,331.8735,0.3021,-4.5948,-0.000472,-0.00653,-0.8377,-0.8279,-0.0098,-32.4396,small,2.5,True,da=-4.59km[small]
STARLINK-35231,53deg,mixed,2026-05-05 22:57:42+00:00,2026-05-06 02:11:42+00:00,3.23,6857.85,479.71,0.001497,53.1688,182.4053,24.2118,-4.4958,-0.000291,-0.01491,-0.6211,-0.6251,0.004,22.5826,small,2.499,True,da=-4.50km[small]
STARLINK-30938,53deg,lowering,2026-05-05 18:45:42+00:00,2026-05-05 22:00:42+00:00,3.25,6859.286,481.15,0.000944,53.3225,95.7943,192.9911,-4.4966,-0.000289,-0.01688,-0.6184,-0.6257,0.0073,26.3565,small,2.499,True,da=-4.50km[small]
STARLINK-35131,53deg,phasing,2026-05-02 18:04:42+00:00,2026-05-03 02:09:42+00:00,8.08,6858.966,480.83,0.001469,53.158,353.9497,164.3761,-4.4925,-0.000801,-0.01659,-1.5246,-1.5624,0.0378,56.3693,small,2.497,True,da=-4.49km[small]
STARLINK-35308,53deg,raising,2026-05-05 22:55:42+00:00,2026-05-06 02:09:42+00:00,3.23,6853.251,475.11,0.000788,53.1549,181.7816,313.2395,4.4883,-0.000105,0.01302,-0.6216,-0.6252,0.0036,22.5312,small,2.497,True,da=+4.49km[small]
STARLINK-5529,mid-inc,phasing,2026-05-04 11:18:42+00:00,2026-05-04 19:37:42+00:00,8.32,6947.505,569.37,0.001055,69.9086,323.4529,227.168,-4.5783,0.000654,-0.00554,-0.8986,-0.8805,-0.0181,68.5226,small,2.496,True,da=-4.58km[small]
STARLINK-37366,SSO,mixed,2026-05-03 01:36:42+00:00,2026-05-03 09:39:42+00:00,8.05,6701.144,323.01,0.002137,97.204,328.2689,306.0996,4.3344,-0.000889,0.00414,0.3449,0.3523,-0.0073,106.3205,small,2.494,True,da=+4.33km[small]
STARLINK-11207,53deg,mixed,2026-05-03 19:06:42+00:00,2026-05-04 11:00:42+00:00,15.9,6731.777,353.64,0.001712,53.2717,69.0362,268.3185,4.3617,-0.000645,0.01194,-3.2364,-3.2641,0.0277,145.8089,small,2.493,True,da=+4.36km[small]
STARLINK-36782,SSO,mixed,2026-05-05 17:53:42+00:00,2026-05-05 23:15:42+00:00,5.37,6835.729,457.59,0.001049,97.1814,313.8064,119.0345,-4.4569,0.002025,-0.00055,0.2155,0.2188,-0.0033,153.5361,small,2.489,True,da=-4.46km[small] | de=+0.00203
STARLINK-30818,53deg,mixed,2026-05-06 02:45:42+00:00,2026-05-06 10:48:42+00:00,8.05,6867.465,489.33,0.001119,42.9099,229.3309,359.8481,-4.4858,-0.000121,-0.01897,-1.8731,-1.8923,0.0192,46.7066,small,2.488,True,da=-4.49km[small]
STARLINK-6030,53deg,mixed,2026-05-04 19:43:42+00:00,2026-05-05 03:17:42+00:00,7.57,6863.798,485.66,0.000286,42.943,204.3467,318.9035,-4.4821,0.000307,-0.01424,-1.7403,-1.781,0.0407,-64.1166,small,2.488,True,da=-4.48km[small]
STARLINK-34528,53deg,mixed,2026-05-03 10:13:42+00:00,2026-05-03 18:05:42+00:00,7.87,6821.209,443.07,0.000609,53.0741,221.394,210.5466,-4.4365,0.000346,-0.01237,-1.5463,-1.5531,0.0068,20.76,small,2.486,True,da=-4.44km[small]
STARLINK-32883,53deg,mixed,2026-05-05 02:18:42+00:00,2026-05-05 10:23:42+00:00,8.08,6848.263,470.13,0.000568,53.2501,47.2636,74.1665,4.4626,0.000631,0.00923,-1.598,-1.5635,-0.0344,56.5411,small,2.486,True,da=+4.46km[small]
STARLINK-34518,53deg,mixed,2026-05-05 10:05:42+00:00,2026-05-05 18:21:42+00:00,8.27,6850.658,472.52,0.000917,53.0701,212.6338,120.3802,4.4626,-0.000292,0.01467,-1.5543,-1.6036,0.0494,98.539,small,2.484,True,da=+4.46km[small]
STARLINK-31622,53deg,mixed,2026-05-02 18:34:42+00:00,2026-05-03 02:52:42+00:00,8.3,6859.957,481.82,0.000497,43.1346,88.9385,292.4571,4.4631,0.000663,0.01939,-1.901,-1.9463,0.0453,103.9926,small,2.48,True,da=+4.46km[small]
STARLINK-36385,SSO,mixed,2026-05-02 17:57:42+00:00,2026-05-03 01:52:42+00:00,7.92,6849.329,471.19,0.000975,97.1609,234.3787,192.1898,-4.4484,1.3e-05,0.00566,0.322,0.3197,0.0022,19.7713,small,2.477,True,da=-4.45km[small]
STARLINK-35231,53deg,mixed,2026-05-03 09:57:42+00:00,2026-05-03 18:11:42+00:00,8.23,6851.443,473.31,0.001056,53.1188,194.2156,55.1484,4.4459,0.000369,0.01429,-1.6371,-1.5948,-0.0424,91.0376,small,2.475,True,da=+4.45km[small]
STARLINK-31706,53deg,mixed,2026-05-04 10:41:42+00:00,2026-05-04 20:11:42+00:00,9.5,6856.634,478.5,0.000589,53.2287,24.3642,210.3574,-4.4488,0.000366,-0.01976,-1.8389,-1.8354,-0.0034,21.7142,small,2.473,True,da=-4.45km[small]
STARLINK-34046,mid-inc,mixed,2026-05-05 10:26:42+00:00,2026-05-05 18:33:42+00:00,8.12,6951.64,573.5,0.001064,69.9343,331.1339,147.0269,4.5394,1.8e-05,0.00576,-0.8466,-0.8543,0.0077,23.6789,small,2.472,True,da=+4.54km[small]
