sat_name,norad_id,obj_id,status,inc_shell,i_deg_mean,raan_plane,raan_deg_start,alt_shell,alt_km_start,alt_km_end,net_da_km,e_start,maneuver_class,dv_total_ms,n_large,型號,發射日期,物理尺寸,重量,通訊載荷,動力系統
STARLINK-35022,65409,1261007,Operational,53deg,53.093,8,342.39,operational,468.4,472.9,-3.38,0.00109,mixed,32.7,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35323,66071,1261002,Operational,53deg,53.124,8,355.21,operational,469.3,481.5,12.09,0.00169,mixed,31.5,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34801,66076,1261009,Operational,53deg,53.117,8,355.62,operational,469.4,471.5,11.44,0.00036,mixed,32.5,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35129,66077,1261004,Operational,53deg,53.119,8,355.61,operational,469.9,480.4,11.93,0.00048,phasing,35.7,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-30321,57679,1261044,Operational,53deg,53.043,8,316.62,operational,470.8,481.7,9.93,0.00143,mixed,33.1,2,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-30273,57681,1261051,Operational,53deg,53.046,8,317.11,operational,470.9,476.6,0.5,0.00143,mixed,23.5,1,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-35131,66075,1261002,Operational,53deg,53.125,8,355.51,operational,471,481.1,8.32,0.00073,phasing,44.3,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-30297,57682,1261047,Operational,53deg,53.043,8,317.1,operational,471.6,477.1,9.7,0.00078,mixed,31.6,1,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-30313,57676,1261049,Operational,53deg,53.045,8,317,operational,471.8,479.7,5.67,0.00085,mixed,26.8,0,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-30283,57680,1261053,Operational,53deg,53.038,8,317.07,operational,474.2,476.4,6.4,0.00112,phasing,40.1,3,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-35008,65408,1261009,Operational,53deg,53.085,8,342.59,operational,474.2,472.5,7.34,0.00091,mixed,31.8,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34830,65405,1261008,Operational,53deg,53.095,8,342.38,operational,474.6,479.7,-4.45,0.00086,mixed,28.3,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35402,66079,1261008,Operational,53deg,53.118,8,355.33,operational,475.3,469.8,4.96,0.0008,mixed,31.3,3,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35299,66072,1261008,Operational,53deg,53.123,8,355.67,operational,477,473.7,4.78,0.00132,phasing,31.5,0,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35274,66073,1261004,Operational,53deg,53.129,8,355.79,operational,477.5,473.9,-7.26,0.0006,mixed,31.3,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-30295,57683,1261051,Operational,53deg,53.037,8,317.13,operational,479.3,469.6,-3.77,0.00146,mixed,27.4,0,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-35295,66070,1261005,Operational,53deg,53.126,8,355.77,operational,479.9,472,-10.48,0.00076,lowering,35.1,0,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35035,65407,1261011,Operational,53deg,53.089,8,342.64,operational,480,470.9,0.69,0.00073,mixed,41.7,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35116,66078,1261011,Operational,53deg,53.125,8,355.38,operational,480.9,469.5,-5.01,0.00086,mixed,41.3,3,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-35321,66074,1261006,Operational,53deg,53.118,8,355.74,operational,481.1,469.6,-9.26,0.00151,mixed,27.3,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-30303,57677,1261044,Operational,53deg,53.04,8,316.51,operational,481.8,473,-11.51,0.00128,mixed,37,2,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-35036,65406,1261004,Operational,53deg,53.094,8,342.66,operational,481.8,469.9,-9.63,0.00126,mixed,36.5,0,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34559,64706,1261005,Operational,70deg-B,70.011,4,178.52,high-shell,561.7,565.1,7.05,0.00202,phasing,33.3,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34405,64704,1261019,Operational,70deg-B,70.012,4,178.52,high-shell,561.8,571.7,0.43,0.00205,mixed,25.3,0,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34548,64716,1261023,Operational,70deg-B,70.018,4,178.45,high-shell,573.4,561.8,3.4,0.00042,mixed,49.9,5,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34546,64718,1261014,Operational,70deg-B,70.027,4,178.41,high-shell,574,573.1,4.31,0.00096,mixed,25,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34572,64720,1261011,Operational,70deg-B,70.022,4,178.6,high-shell,577,575.8,1.3,0.00048,mixed,33.5,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34447,64710,1261022,Operational,70deg-B,70.025,4,178.58,high-shell,577.3,569.5,-1.41,0.0005,phasing,29.9,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34515,64712,1261022,Operational,70deg-B,70.023,4,178.41,high-shell,577.8,563.8,0.68,0.00055,mixed,37.6,3,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34574,64714,1261002,Operational,70deg-B,70.024,4,178.63,high-shell,578.4,565.4,-15.8,0.00086,phasing,25.8,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5841,56493,1261059,Operational,70deg-B,69.878,7,308.6,high-shell,578.3,577.9,-1.19,0.00098,phasing,45.2,3,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-34008,64037,1261019,Operational,70deg-B,69.925,8,338.71,high-shell,564.6,562,-0.72,0.00182,phasing,22.8,0,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34046,64035,1261025,Operational,70deg-B,69.934,8,338.72,high-shell,566,564.9,4.17,0.00082,mixed,35.6,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-33860,64033,1261021,Operational,70deg-B,69.939,8,338.63,high-shell,566.3,561.8,6.54,0.00153,phasing,42,4,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5846,56492,1261100,Operational,70deg-B,69.916,8,328.56,high-shell,566.4,564.3,-4.22,0.00082,mixed,42.8,3,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-34088,64025,1261020,Operational,70deg-B,69.939,8,338.82,high-shell,568.1,566.7,3.23,0.00087,phasing,39.9,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34030,64030,1261020,Operational,70deg-B,69.941,8,338.82,high-shell,568.4,567.9,3.2,0.00087,phasing,36.1,2,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5873,56490,1261108,Operational,70deg-B,69.918,8,328.74,high-shell,568.4,569.2,6.3,0.00119,phasing,39.5,2,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-33946,64034,1261020,Operational,70deg-B,69.935,8,338.64,high-shell,570.3,571,-5.17,0.00093,mixed,40.6,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5526,56496,1261115,Operational,70deg-B,69.909,8,328.5,high-shell,571.5,564.7,-1.02,0.00071,phasing,41,1,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-34024,64031,1261024,Operational,70deg-B,69.929,8,338.75,high-shell,571.6,567.7,-7.1,0.00077,phasing,33.5,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5529,56495,1261119,Operational,70deg-B,69.914,8,328.51,high-shell,572.6,572.4,0.07,0.00062,phasing,29.3,1,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-34079,64038,1261017,Operational,70deg-B,69.928,8,338.55,high-shell,572.7,565.6,-0.98,0.001,mixed,33.8,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-34019,64032,1261016,Operational,70deg-B,69.936,8,338.56,high-shell,575.6,570.9,1.95,0.00111,mixed,47.7,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5038,56472,1261120,Operational,70deg-B,69.964,8,348.63,high-shell,576.8,575.8,1.36,0.00052,phasing,33.4,1,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-34085,64036,1261021,Operational,70deg-B,69.94,8,338.78,high-shell,577.7,578.1,0.41,0.00063,mixed,30.1,1,Starlink v2 Mini DTC,2024/1/15,展開寬度~4m,800 kg,直達手機(DTC)通訊載荷,氬氣Hall推進器（2.4倍推力）
STARLINK-5522,56498,1261119,Operational,70deg-B,69.92,8,328.53,high-shell,578.1,578.4,-0.58,0.00106,phasing,31.2,2,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-5541,56475,1261115,Operational,70deg-B,69.967,8,348.61,high-shell,578.4,576.8,0.1,0.00087,mixed,22.3,2,Starlink v1.5,2021/1/24,2.8m × 1.4m × 0.2m,310 kg,改進K-band天線系統,氪氣Hall推進器
STARLINK-36385,67717,1260951,Operational,SSO,97.165,6,234.04,raising,453.1,465,5.62,0.00065,mixed,54.4,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36705,67712,1260942,Operational,SSO,97.165,6,233.97,raising,453.5,464.4,11.41,0.00299,phasing,55.7,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36702,67714,1260945,Operational,SSO,97.166,6,233.98,operational,459.6,465.5,-2.91,0.00206,mixed,37.5,1,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36718,67715,1260940,Operational,SSO,97.164,6,234,operational,470.4,458.9,-16.01,0.0015,phasing,69.4,7,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36708,67713,1260938,Operational,SSO,97.164,6,233.17,operational,470.9,464,-16.45,0.00095,phasing,62.1,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36715,67716,1260943,Operational,SSO,97.163,6,233.93,operational,471,455,-9.67,0.00094,phasing,66.5,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36687,67711,1260944,Operational,SSO,97.163,6,234.08,operational,471.8,453.8,-13.88,0.00117,phasing,60.7,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36382,67807,1260957,Operational,SSO,97.175,7,310.44,operational,450.8,469.4,1.93,0.003,mixed,57.7,6,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36389,67806,1260956,Operational,SSO,97.174,7,310.46,operational,454.8,469.9,-1.8,0.0028,mixed,62,6,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36795,67809,1260939,Operational,SSO,97.174,7,310.43,operational,457.1,463.7,12.33,0.00244,mixed,49,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36782,67805,1260935,Operational,SSO,97.174,7,310.51,raising,458.1,456.6,2.18,0.00106,mixed,43.3,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36354,67800,1260949,Operational,SSO,97.175,7,310.43,operational,459,469.3,13.02,0.0021,mixed,46.9,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36768,67803,1260939,Operational,SSO,97.174,7,310.42,raising,462.7,456.1,-2.36,0.00157,mixed,33.8,1,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36739,67802,1260939,Operational,SSO,97.175,7,310.48,operational,463.4,471.9,-3.54,0.0015,mixed,44.3,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36792,67804,1260944,Operational,SSO,97.173,7,310.42,operational,467.5,455.2,-5.8,0.00097,phasing,57.5,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36811,67808,1260942,Operational,SSO,97.175,7,310.5,operational,468.6,453.9,-4.4,0.0016,phasing,53.8,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36773,67801,1260941,Operational,SSO,97.172,7,310.41,operational,471.7,471.8,-17.2,0.00151,phasing,59.1,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37366,68807,1260940,Operational,SSO,97.209,8,327.56,deployment,317.1,334.6,26.73,0.0009,mixed,46,2,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37446,68808,1260939,Operational,SSO,97.208,8,327.56,deployment,317.5,337.9,27.63,0.00097,phasing,51.8,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37473,68804,1260938,Operational,SSO,97.208,8,327.56,deployment,317.6,336.2,20.23,0.00088,phasing,54.3,6,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-36832,68805,1260945,Operational,SSO,97.207,8,327.56,deployment,322.2,342.6,26.51,0.00122,mixed,50.9,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37370,68806,1260935,Operational,SSO,97.208,8,327.57,deployment,324.6,343.2,11.48,0.00137,mixed,47.5,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37471,68802,1260944,Operational,SSO,97.208,8,327.56,deployment,325.8,348.3,15.98,0.00144,phasing,58.9,4,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37447,68810,1260935,Operational,SSO,97.208,8,327.57,deployment,326.6,333.2,18.03,0.00159,mixed,44.8,3,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37405,68809,1260941,Operational,SSO,97.208,8,327.57,deployment,328.2,337.9,20.94,0.00163,mixed,56.4,6,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37442,68811,1260944,Operational,SSO,97.208,8,327.57,deployment,329.2,334.4,20.79,0.00167,mixed,75.3,7,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37460,68803,1260936,Operational,SSO,97.208,8,327.43,deployment,334.2,345.2,-0.72,0.00113,phasing,71.5,7,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-37213,68686,1260945,Operational,SSO,97.271,8,353.57,raising,374.6,425.3,32.05,0.00077,raising,70.8,7,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-34848,65402,1261009,Operational,SSO,97.522,8,354.1,high-shell,537.8,555.7,15.99,0.00061,mixed,25.3,0,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-34909,65401,1261006,Operational,SSO,97.524,8,354.09,high-shell,546.4,549.8,6.89,0.00129,mixed,35.6,2,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
STARLINK-34876,65400,1261009,Operational,SSO,97.523,8,354.13,high-shell,547.9,539.3,-7.35,0.00144,phasing,54.6,5,Starlink v2 Mini,2023/2/27,展開寬度~4m,800 kg,四倍容量Ka/Ku頻段多波束天線,氬氣Hall推進器（2.4倍推力）
